datetime,전자화배전반의 관리소 인입 전력량,히터1 전력 사용량,히터1 가스 사용량
2023-12-11 22:00:00,468.42,87.68,93.28
2023-12-11 23:00:00,420.76,140.07,98.12
2023-12-12 00:00:00,452.02,132.4,87.42
2023-12-12 01:00:00,418.26,118.87,77.82
2023-12-12 02:00:00,413.71,92.48,83.95
2023-12-12 03:00:00,332.63,147.04,72.93
2023-12-12 04:00:00,466.09,131.37,71.85
2023-12-12 05:00:00,386.36,95.76,99.59
2023-12-12 06:00:00,366.64,87.7,58.75
2023-12-12 07:00:00,417.15,83.97,79.8
2023-12-12 08:00:00,344.81,115.73,64.52
2023-12-12 09:00:00,427.13,126.35,88.43
2023-12-12 10:00:00,306.63,111.32,78.15
2023-12-12 11:00:00,486.65,133.5,63.29
2023-12-12 12:00:00,444.26,136.88,51.83
2023-12-12 13:00:00,420.46,101.58,76.85
2023-12-12 14:00:00,489.62,112.02,59.97
2023-12-12 15:00:00,405.56,96.56,63.54
2023-12-12 16:00:00,410.58,147.6,99.65
2023-12-12 17:00:00,321.87,125.38,68.56
2023-12-12 18:00:00,334.36,135.02,87.45
2023-12-12 19:00:00,441.41,89.29,97.53
2023-12-12 20:00:00,324.98,144.28,67.11
2023-12-12 21:00:00,312.71,107.03,93.45
2023-12-12 22:00:00,445.6,99.35,90.71
2023-12-12 23:00:00,426.35,89.94,78.22
2023-12-13 00:00:00,451.91,109.5,50.13
2023-12-13 01:00:00,431.1,100.0,67.58
2023-12-13 02:00:00,397.66,125.5,76.11
2023-12-13 03:00:00,377.58,142.58,80.92
2023-12-13 04:00:00,459.22,90.2,88.73
2023-12-13 05:00:00,349.26,103.34,53.34
2023-12-13 06:00:00,386.56,93.66,59.14
2023-12-13 07:00:00,491.47,111.84,79.45
2023-12-13 08:00:00,404.86,123.7,56.74
2023-12-13 09:00:00,420.36,132.33,94.86
2023-12-13 10:00:00,359.5,122.91,60.16
2023-12-13 11:00:00,304.73,104.14,64.11
2023-12-13 12:00:00,429.71,99.82,62.83
2023-12-13 13:00:00,361.72,100.72,92.83
2023-12-13 14:00:00,463.01,125.34,67.88
2023-12-13 15:00:00,391.81,114.68,84.21
2023-12-13 16:00:00,362.47,125.22,81.16
2023-12-13 17:00:00,313.87,120.27,75.36
2023-12-13 18:00:00,491.17,149.83,72.67
2023-12-13 19:00:00,379.28,120.37,69.12
2023-12-13 20:00:00,423.31,94.67,53.73
2023-12-13 21:00:00,489.78,84.78,56.97
2023-12-13 22:00:00,442.72,82.57,52.66
2023-12-13 23:00:00,405.02,139.44,62.88
2023-12-14 00:00:00,341.52,111.17,72.01
2023-12-14 01:00:00,317.2,113.54,95.8
2023-12-14 02:00:00,467.73,88.57,61.57
2023-12-14 03:00:00,424.88,109.33,68.6
2023-12-14 04:00:00,397.83,105.09,63.77
2023-12-14 05:00:00,408.7,94.58,60.01
2023-12-14 06:00:00,423.73,146.99,59.36
2023-12-14 07:00:00,489.47,107.18,71.65
2023-12-14 08:00:00,475.52,119.36,57.27
2023-12-14 09:00:00,379.9,123.31,54.22
2023-12-14 10:00:00,420.08,148.79,73.18
2023-12-14 11:00:00,490.24,136.06,51.14
2023-12-14 12:00:00,450.53,92.62,81.28
2023-12-14 13:00:00,440.82,124.64,70.28
2023-12-14 14:00:00,330.42,111.43,76.81
2023-12-14 15:00:00,354.24,136.18,86.59
2023-12-14 16:00:00,433.8,142.33,63.5
2023-12-14 17:00:00,317.18,81.41,90.58
2023-12-14 18:00:00,367.71,122.26,63.45
2023-12-14 19:00:00,331.41,141.59,69.9
2023-12-14 20:00:00,411.08,135.38,82.69
2023-12-14 21:00:00,471.01,137.01,72.22
2023-12-14 22:00:00,487.0,80.18,89.88
2023-12-14 23:00:00,469.47,80.24,84.72
2023-12-15 00:00:00,426.93,142.13,59.61
2023-12-15 01:00:00,393.24,126.24,82.52
2023-12-15 02:00:00,413.15,86.04,78.92
2023-12-15 03:00:00,317.5,109.66,73.93
2023-12-15 04:00:00,452.19,123.91,95.0
2023-12-15 05:00:00,426.06,85.95,95.35
2023-12-15 06:00:00,430.4,101.51,64.94
2023-12-15 07:00:00,359.46,85.28,84.02
2023-12-15 08:00:00,366.47,94.94,78.01
2023-12-15 09:00:00,410.9,131.98,61.56
2023-12-15 10:00:00,495.46,89.04,99.65
2023-12-15 11:00:00,426.57,83.77,94.7
2023-12-15 12:00:00,364.04,149.91,56.86
2023-12-15 13:00:00,456.87,86.55,69.54
2023-12-15 14:00:00,339.5,141.81,94.33
2023-12-15 15:00:00,459.4,84.07,89.61
2023-12-15 16:00:00,346.95,112.36,66.52
2023-12-15 17:00:00,468.32,116.27,90.72
2023-12-15 18:00:00,378.72,114.16,63.79
2023-12-15 19:00:00,351.17,105.69,84.56
2023-12-15 20:00:00,389.63,108.36,91.93
2023-12-15 21:00:00,315.88,117.58,94.08
2023-12-15 22:00:00,389.75,97.52,60.37
2023-12-15 23:00:00,410.68,82.07,82.73
2023-12-16 00:00:00,442.71,127.72,99.71
2023-12-16 01:00:00,422.91,96.26,98.45
2023-12-16 02:00:00,475.09,107.93,82.81
2023-12-16 03:00:00,365.72,141.7,51.05
2023-12-16 04:00:00,420.04,96.32,53.9
2023-12-16 05:00:00,491.83,91.62,51.64
2023-12-16 06:00:00,320.84,125.41,97.01
2023-12-16 07:00:00,465.59,123.85,84.0
2023-12-16 08:00:00,368.81,141.73,57.91
2023-12-16 09:00:00,446.11,139.0,86.68
2023-12-16 10:00:00,384.68,109.25,76.25
2023-12-16 11:00:00,422.22,113.12,71.73
2023-12-16 12:00:00,445.51,104.05,84.01
2023-12-16 13:00:00,378.73,105.03,64.3
2023-12-16 14:00:00,489.5,82.68,80.05
2023-12-16 15:00:00,491.29,86.22,68.08
2023-12-16 16:00:00,495.47,82.65,70.87
2023-12-16 17:00:00,414.49,131.21,62.78
2023-12-16 18:00:00,418.08,135.26,88.63
2023-12-16 19:00:00,339.91,128.69,98.46
2023-12-16 20:00:00,387.0,106.64,89.62
2023-12-16 21:00:00,458.68,101.44,99.42
2023-12-16 22:00:00,452.18,113.1,60.88
2023-12-16 23:00:00,443.3,142.1,64.27
2023-12-17 00:00:00,499.57,141.71,79.16
2023-12-17 01:00:00,496.45,116.95,78.47
2023-12-17 02:00:00,305.65,109.2,51.08
2023-12-17 03:00:00,459.27,108.79,70.72
2023-12-17 04:00:00,469.14,139.92,76.59
2023-12-17 05:00:00,328.83,100.98,74.35
2023-12-17 06:00:00,401.5,109.73,96.77
2023-12-17 07:00:00,391.96,98.08,70.93
2023-12-17 08:00:00,407.93,143.95,62.4
2023-12-17 09:00:00,373.59,124.5,94.59
2023-12-17 10:00:00,454.14,116.63,61.62
2023-12-17 11:00:00,346.37,116.3,76.57
2023-12-17 12:00:00,360.21,86.04,50.35
2023-12-17 13:00:00,363.65,105.46,71.3
2023-12-17 14:00:00,481.51,108.52,70.45
2023-12-17 15:00:00,390.39,136.89,53.39
2023-12-17 16:00:00,450.23,85.3,57.9
2023-12-17 17:00:00,400.97,124.13,91.1
2023-12-17 18:00:00,331.28,118.83,58.34
2023-12-17 19:00:00,454.26,118.59,64.62
2023-12-17 20:00:00,427.77,101.29,96.42
2023-12-17 21:00:00,430.08,106.1,80.77
2023-12-17 22:00:00,373.35,122.76,61.93
2023-12-17 23:00:00,369.02,113.84,75.72
2023-12-18 00:00:00,363.49,88.98,61.78
2023-12-18 01:00:00,416.14,114.77,71.75
2023-12-18 02:00:00,418.93,89.93,77.82
2023-12-18 03:00:00,301.47,92.08,98.94
2023-12-18 04:00:00,448.83,123.76,66.4
2023-12-18 05:00:00,301.22,124.69,83.18
2023-12-18 06:00:00,336.15,103.24,69.06
2023-12-18 07:00:00,387.54,106.4,59.41
2023-12-18 08:00:00,373.14,85.67,63.78
2023-12-18 09:00:00,341.29,115.18,58.13
2023-12-18 10:00:00,328.36,85.24,54.28
2023-12-18 11:00:00,405.75,144.62,73.27
2023-12-18 12:00:00,355.46,118.88,61.28
2023-12-18 13:00:00,357.26,140.3,85.99
2023-12-18 14:00:00,321.58,98.12,77.0
2023-12-18 15:00:00,464.45,136.98,94.32
2023-12-18 16:00:00,329.8,96.77,75.06
2023-12-18 17:00:00,387.69,98.12,80.22
2023-12-18 18:00:00,376.91,138.4,67.32
2023-12-18 19:00:00,401.52,149.35,62.0
2023-12-18 20:00:00,329.07,109.26,86.48
2023-12-18 21:00:00,365.24,111.96,82.74
2023-12-18 22:00:00,433.73,89.39,81.65
2023-12-18 23:00:00,430.92,116.34,75.07
2023-12-19 00:00:00,333.28,96.83,83.58
2023-12-19 01:00:00,463.07,124.18,62.63
2023-12-19 02:00:00,432.74,117.29,74.87
2023-12-19 03:00:00,366.54,127.11,96.09
2023-12-19 04:00:00,312.05,128.09,57.29
2023-12-19 05:00:00,324.96,90.24,79.08
2023-12-19 06:00:00,379.96,142.76,76.22
2023-12-19 07:00:00,379.23,93.69,86.9
2023-12-19 08:00:00,358.95,136.1,58.24
2023-12-19 09:00:00,457.88,143.34,62.87
2023-12-19 10:00:00,397.13,86.29,76.17
2023-12-19 11:00:00,472.89,80.9,72.4
2023-12-19 12:00:00,462.72,89.88,91.78
2023-12-19 13:00:00,333.37,139.19,88.39
2023-12-19 14:00:00,314.19,139.38,67.46
2023-12-19 15:00:00,486.29,122.75,96.99
2023-12-19 16:00:00,406.77,121.56,69.92
2023-12-19 17:00:00,419.14,145.38,81.44
2023-12-19 18:00:00,359.69,115.59,55.37
2023-12-19 19:00:00,458.08,145.08,81.35
2023-12-19 20:00:00,421.23,102.95,99.27
2023-12-19 21:00:00,375.43,115.41,75.03
2023-12-19 22:00:00,437.85,128.56,84.7
2023-12-19 23:00:00,455.75,107.05,52.2
2023-12-20 00:00:00,436.81,112.68,70.98
2023-12-20 01:00:00,359.54,84.86,71.49
2023-12-20 02:00:00,328.63,135.99,90.31
2023-12-20 03:00:00,429.41,122.52,59.49
2023-12-20 04:00:00,308.78,106.39,54.21
2023-12-20 05:00:00,345.54,127.19,69.37
2023-12-20 06:00:00,332.98,90.62,89.51
2023-12-20 07:00:00,422.08,85.64,64.27
2023-12-20 08:00:00,330.54,136.76,93.77
2023-12-20 09:00:00,357.49,119.05,86.94
2023-12-20 10:00:00,352.88,129.25,79.44
2023-12-20 11:00:00,381.96,84.74,68.17
2023-12-20 12:00:00,366.96,127.82,84.51
2023-12-20 13:00:00,305.15,125.56,87.11
2023-12-20 14:00:00,430.55,125.43,97.75
2023-12-20 15:00:00,413.53,113.8,58.85
2023-12-20 16:00:00,405.01,122.27,89.96
2023-12-20 17:00:00,307.48,148.89,69.93
2023-12-20 18:00:00,434.37,119.51,81.14
2023-12-20 19:00:00,435.07,97.91,63.94
2023-12-20 20:00:00,457.47,90.82,85.96
2023-12-20 21:00:00,403.46,98.08,72.75
2023-12-20 22:00:00,343.25,123.15,92.61
2023-12-20 23:00:00,429.1,143.55,59.63
2023-12-21 00:00:00,419.58,139.45,69.3
2023-12-21 01:00:00,469.76,103.18,99.6
2023-12-21 02:00:00,432.57,117.08,79.8
2023-12-21 03:00:00,449.86,122.74,80.79
2023-12-21 04:00:00,365.78,102.18,86.65
2023-12-21 05:00:00,481.77,121.98,51.91
2023-12-21 06:00:00,375.94,140.22,63.53
2023-12-21 07:00:00,335.25,101.92,60.62
2023-12-21 08:00:00,347.67,129.97,58.24
2023-12-21 09:00:00,308.71,149.09,85.99
2023-12-21 10:00:00,392.13,148.39,94.54
2023-12-21 11:00:00,356.95,127.32,66.35
2023-12-21 12:00:00,457.79,100.01,71.74
2023-12-21 13:00:00,363.89,108.09,78.27
2023-12-21 14:00:00,369.46,116.15,56.94
2023-12-21 15:00:00,418.39,108.71,84.53
2023-12-21 16:00:00,398.96,108.92,97.62
2023-12-21 17:00:00,478.92,104.64,57.53
2023-12-21 18:00:00,400.1,111.32,76.91
2023-12-21 19:00:00,320.47,124.62,92.77
2023-12-21 20:00:00,438.3,135.9,99.83
2023-12-21 21:00:00,330.21,97.98,56.31
2023-12-21 22:00:00,465.37,137.46,66.8
2023-12-21 23:00:00,471.25,89.82,90.94
2023-12-22 00:00:00,339.01,86.92,61.71
2023-12-22 01:00:00,489.43,144.91,58.19
2023-12-22 02:00:00,318.15,128.48,59.32
2023-12-22 03:00:00,429.92,118.22,51.74
2023-12-22 04:00:00,441.45,133.62,80.88
2023-12-22 05:00:00,414.23,85.21,84.35
2023-12-22 06:00:00,325.12,89.21,82.43
2023-12-22 07:00:00,321.88,142.38,53.57
2023-12-22 08:00:00,453.96,87.92,76.91
2023-12-22 09:00:00,450.76,112.71,69.86
2023-12-22 10:00:00,423.07,87.09,63.09
2023-12-22 11:00:00,465.75,143.26,56.87
2023-12-22 12:00:00,366.97,128.32,87.2
2023-12-22 13:00:00,364.45,102.01,65.62
2023-12-22 14:00:00,372.77,110.79,83.38
2023-12-22 15:00:00,320.04,98.36,64.45
2023-12-22 16:00:00,486.05,121.16,89.32
2023-12-22 17:00:00,445.58,147.98,74.35
2023-12-22 18:00:00,323.02,128.87,61.5
2023-12-22 19:00:00,468.63,94.77,96.18
2023-12-22 20:00:00,362.13,97.08,97.46
2023-12-22 21:00:00,492.55,135.87,58.35
2023-12-22 22:00:00,467.51,139.53,73.04
2023-12-22 23:00:00,460.03,109.99,62.17
2023-12-23 00:00:00,364.65,137.68,83.85
2023-12-23 01:00:00,430.08,105.9,78.54
2023-12-23 02:00:00,313.14,142.07,79.12
2023-12-23 03:00:00,424.6,120.23,76.32
2023-12-23 04:00:00,338.93,143.82,59.88
2023-12-23 05:00:00,407.97,112.42,54.04
2023-12-23 06:00:00,356.81,86.39,62.43
2023-12-23 07:00:00,464.12,141.34,81.79
2023-12-23 08:00:00,424.53,85.43,80.52
2023-12-23 09:00:00,480.51,140.12,67.84
2023-12-23 10:00:00,344.3,139.07,59.06
2023-12-23 11:00:00,369.85,118.08,82.72
2023-12-23 12:00:00,347.47,119.85,64.97
2023-12-23 13:00:00,443.0,134.76,54.23
2023-12-23 14:00:00,463.36,101.45,88.51
2023-12-23 15:00:00,310.78,123.42,57.52
2023-12-23 16:00:00,383.49,133.32,93.64
2023-12-23 17:00:00,321.31,123.9,99.83
2023-12-23 18:00:00,379.93,94.09,99.6
2023-12-23 19:00:00,321.55,83.26,70.12
2023-12-23 20:00:00,478.96,145.1,61.51
2023-12-23 21:00:00,424.42,86.91,88.01
2023-12-23 22:00:00,351.26,109.35,75.21
2023-12-23 23:00:00,378.97,125.81,57.06
2023-12-24 00:00:00,480.77,86.3,94.02
2023-12-24 01:00:00,421.19,93.04,50.58
2023-12-24 02:00:00,437.12,126.08,82.76
2023-12-24 03:00:00,318.72,94.68,57.89
2023-12-24 04:00:00,424.04,94.52,90.51
2023-12-24 05:00:00,495.02,122.54,78.86
2023-12-24 06:00:00,346.27,123.14,55.32
2023-12-24 07:00:00,305.87,124.34,98.46
2023-12-24 08:00:00,430.6,140.55,55.65
2023-12-24 09:00:00,402.99,82.57,80.32
2023-12-24 10:00:00,319.82,80.49,93.61
2023-12-24 11:00:00,400.82,138.81,83.17
2023-12-24 12:00:00,374.57,135.52,88.4
2023-12-24 13:00:00,366.16,83.3,74.92
2023-12-24 14:00:00,309.8,90.62,69.16
2023-12-24 15:00:00,496.59,103.96,69.6
2023-12-24 16:00:00,465.08,92.28,96.55
2023-12-24 17:00:00,455.85,119.25,87.06
2023-12-24 18:00:00,466.32,120.41,84.79
2023-12-24 19:00:00,422.29,121.58,62.18
2023-12-24 20:00:00,444.68,141.24,71.24
2023-12-24 21:00:00,451.64,94.43,56.3
2023-12-24 22:00:00,387.41,112.85,66.54
2023-12-24 23:00:00,423.11,143.85,66.86
2023-12-25 00:00:00,436.07,104.87,66.77
2023-12-25 01:00:00,471.13,94.4,54.27
2023-12-25 02:00:00,457.65,93.47,54.55
2023-12-25 03:00:00,429.81,121.74,78.96
2023-12-25 04:00:00,376.67,88.93,72.59
2023-12-25 05:00:00,382.09,107.55,90.86
2023-12-25 06:00:00,319.93,84.37,89.07
2023-12-25 07:00:00,397.22,144.53,93.76
2023-12-25 08:00:00,475.55,92.13,74.41
2023-12-25 09:00:00,459.95,139.86,68.27
2023-12-25 10:00:00,310.01,146.63,58.17
2023-12-25 11:00:00,414.33,98.63,51.92
2023-12-25 12:00:00,382.17,81.51,60.53
2023-12-25 13:00:00,421.43,143.42,83.39
2023-12-25 14:00:00,381.59,91.62,76.29
2023-12-25 15:00:00,483.43,83.07,51.46
2023-12-25 16:00:00,417.6,147.63,84.95
2023-12-25 17:00:00,476.88,106.31,73.11
2023-12-25 18:00:00,399.45,110.7,90.75
2023-12-25 19:00:00,314.77,127.23,88.79
2023-12-25 20:00:00,422.66,94.65,71.82
2023-12-25 21:00:00,414.3,80.96,99.91
2023-12-25 22:00:00,453.77,86.94,70.54
2023-12-25 23:00:00,448.98,112.73,64.62
2023-12-26 00:00:00,439.7,91.22,77.16
2023-12-26 01:00:00,359.19,97.62,92.3
2023-12-26 02:00:00,325.91,115.66,55.42
2023-12-26 03:00:00,457.37,108.09,52.28
2023-12-26 04:00:00,359.25,142.16,80.05
2023-12-26 05:00:00,362.11,126.1,90.24
2023-12-26 06:00:00,355.16,101.11,93.55
2023-12-26 07:00:00,344.11,107.95,65.7
2023-12-26 08:00:00,393.54,126.16,53.45
2023-12-26 09:00:00,460.27,82.51,92.23
2023-12-26 10:00:00,407.9,130.35,56.03
2023-12-26 11:00:00,469.64,86.72,81.58
2023-12-26 12:00:00,493.42,138.93,80.83
2023-12-26 13:00:00,344.99,132.17,91.16
2023-12-26 14:00:00,354.39,118.22,74.75
2023-12-26 15:00:00,379.25,112.05,84.69
2023-12-26 16:00:00,391.94,83.72,78.36
2023-12-26 17:00:00,394.97,100.81,56.44
2023-12-26 18:00:00,308.63,104.37,87.5
2023-12-26 19:00:00,306.19,102.2,88.54
2023-12-26 20:00:00,479.23,115.91,92.82
2023-12-26 21:00:00,408.57,147.94,88.81
2023-12-26 22:00:00,408.18,112.53,78.04
2023-12-26 23:00:00,335.87,105.28,55.2
2023-12-27 00:00:00,459.83,122.33,68.34
2023-12-27 01:00:00,491.75,143.3,91.48
2023-12-27 02:00:00,323.33,106.51,55.04
2023-12-27 03:00:00,345.72,149.68,76.53
2023-12-27 04:00:00,349.11,125.43,93.97
2023-12-27 05:00:00,387.68,99.62,56.27
2023-12-27 06:00:00,337.22,133.89,79.58
2023-12-27 07:00:00,485.85,118.13,58.94
2023-12-27 08:00:00,377.48,116.35,80.9
2023-12-27 09:00:00,355.51,142.16,52.88
2023-12-27 10:00:00,376.5,120.7,72.11
2023-12-27 11:00:00,363.21,149.92,53.83
2023-12-27 12:00:00,431.17,98.13,96.15
2023-12-27 13:00:00,484.3,99.95,75.01
2023-12-27 14:00:00,306.4,94.1,91.52
2023-12-27 15:00:00,414.07,109.34,99.76
2023-12-27 16:00:00,333.48,96.62,72.26
2023-12-27 17:00:00,421.15,99.38,60.27
2023-12-27 18:00:00,371.35,139.51,81.18
2023-12-27 19:00:00,462.36,87.91,59.36
2023-12-27 20:00:00,358.44,105.88,81.68
2023-12-27 21:00:00,456.35,149.3,87.64
2023-12-27 22:00:00,413.18,118.15,91.96
2023-12-27 23:00:00,371.58,105.66,66.07
2023-12-28 00:00:00,431.81,143.05,59.34
2023-12-28 01:00:00,360.73,143.97,57.73
2023-12-28 02:00:00,392.66,140.67,84.38
2023-12-28 03:00:00,407.45,136.06,93.03
2023-12-28 04:00:00,335.71,103.25,76.39
2023-12-28 05:00:00,319.72,82.53,70.68
2023-12-28 06:00:00,453.32,143.11,63.81
2023-12-28 07:00:00,475.77,126.52,85.43
2023-12-28 08:00:00,462.87,93.2,59.49
2023-12-28 09:00:00,398.78,127.88,91.08
2023-12-28 10:00:00,320.11,130.91,97.41
2023-12-28 11:00:00,369.61,134.8,96.78
2023-12-28 12:00:00,316.0,116.02,70.07
2023-12-28 13:00:00,408.06,98.01,67.84
2023-12-28 14:00:00,459.89,118.44,75.69
2023-12-28 15:00:00,329.75,122.56,95.46
2023-12-28 16:00:00,442.67,101.76,68.47
2023-12-28 17:00:00,304.79,149.04,99.1
2023-12-28 18:00:00,345.31,98.15,55.02
2023-12-28 19:00:00,409.81,97.71,91.86
2023-12-28 20:00:00,423.04,125.48,50.12
2023-12-28 21:00:00,450.84,100.51,89.01
2023-12-28 22:00:00,401.79,96.34,82.0
2023-12-28 23:00:00,365.48,107.12,51.48
2023-12-29 00:00:00,420.22,98.97,98.23
2023-12-29 01:00:00,471.69,117.76,94.68
2023-12-29 02:00:00,329.66,85.06,88.38
2023-12-29 03:00:00,354.89,147.47,78.9
2023-12-29 04:00:00,340.34,91.42,99.13
2023-12-29 05:00:00,320.77,136.71,76.32
2023-12-29 06:00:00,327.12,133.61,86.77
2023-12-29 07:00:00,367.11,108.74,80.11
2023-12-29 08:00:00,390.43,141.4,79.05
2023-12-29 09:00:00,309.62,130.63,66.51
2023-12-29 10:00:00,374.74,119.33,65.26
2023-12-29 11:00:00,453.5,141.33,97.61
2023-12-29 12:00:00,335.08,87.84,78.67
2023-12-29 13:00:00,473.71,125.55,65.44
2023-12-29 14:00:00,396.32,105.72,66.96
2023-12-29 15:00:00,310.87,80.35,59.71
2023-12-29 16:00:00,495.14,98.5,89.32
2023-12-29 17:00:00,430.78,148.76,68.28
2023-12-29 18:00:00,389.97,130.98,78.92
2023-12-29 19:00:00,385.25,123.49,80.35
2023-12-29 20:00:00,384.85,127.82,51.57
2023-12-29 21:00:00,404.28,114.57,94.62
2023-12-29 22:00:00,351.1,121.93,95.73
2023-12-29 23:00:00,413.97,113.17,94.63
2023-12-30 00:00:00,384.71,116.66,51.23
2023-12-30 01:00:00,437.2,126.64,76.11
2023-12-30 02:00:00,444.62,86.99,99.62
2023-12-30 03:00:00,395.12,88.57,76.21
2023-12-30 04:00:00,441.7,131.13,79.57
2023-12-30 05:00:00,357.76,98.92,77.73
2023-12-30 06:00:00,479.68,102.44,53.43
2023-12-30 07:00:00,482.68,122.11,76.75
2023-12-30 08:00:00,411.8,86.4,59.86
2023-12-30 09:00:00,331.23,80.88,65.94
2023-12-30 10:00:00,473.29,122.31,90.13
2023-12-30 11:00:00,353.35,105.13,83.08
2023-12-30 12:00:00,350.24,117.86,67.32
2023-12-30 13:00:00,456.18,108.91,67.52
2023-12-30 14:00:00,300.24,141.37,97.29
2023-12-30 15:00:00,387.74,119.07,92.9
2023-12-30 16:00:00,499.06,133.04,97.27
2023-12-30 17:00:00,462.96,93.21,66.69
2023-12-30 18:00:00,324.36,147.62,77.3
2023-12-30 19:00:00,402.59,142.57,68.06
2023-12-30 20:00:00,301.51,121.32,95.31
2023-12-30 21:00:00,494.78,92.67,73.85
2023-12-30 22:00:00,488.07,118.26,82.76
2023-12-30 23:00:00,487.42,131.89,58.94
2023-12-31 00:00:00,330.69,80.95,95.82
2023-12-31 01:00:00,426.93,100.31,75.59
2023-12-31 02:00:00,345.41,86.55,94.31
2023-12-31 03:00:00,400.47,148.64,81.22
2023-12-31 04:00:00,487.19,100.84,85.86
2023-12-31 05:00:00,315.39,101.41,82.74
2023-12-31 06:00:00,387.77,141.0,68.79
2023-12-31 07:00:00,486.15,115.95,54.01
2023-12-31 08:00:00,412.17,96.86,93.44
2023-12-31 09:00:00,360.9,136.47,97.8
2023-12-31 10:00:00,438.54,106.7,96.4
2023-12-31 11:00:00,480.32,136.86,83.55
2023-12-31 12:00:00,334.21,114.27,61.55
2023-12-31 13:00:00,412.66,143.89,50.22
2023-12-31 14:00:00,490.32,107.58,94.29
2023-12-31 15:00:00,347.97,125.78,54.4
2023-12-31 16:00:00,471.74,148.35,82.07
2023-12-31 17:00:00,439.61,91.33,68.35
2023-12-31 18:00:00,310.55,128.88,79.36
2023-12-31 19:00:00,469.98,128.86,52.12
2023-12-31 20:00:00,406.42,118.36,65.95
2023-12-31 21:00:00,483.18,97.9,98.17
2023-12-31 22:00:00,464.47,143.17,54.71
2023-12-31 23:00:00,354.99,113.69,67.92
2024-01-01 00:00:00,434.87,111.12,78.61
2024-01-01 01:00:00,471.75,109.33,60.5
2024-01-01 02:00:00,346.71,136.38,52.52
2024-01-01 03:00:00,417.89,88.39,91.88
2024-01-01 04:00:00,433.82,97.24,50.39
2024-01-01 05:00:00,387.83,119.32,50.27
2024-01-01 06:00:00,323.34,97.31,71.19
2024-01-01 07:00:00,308.65,133.16,66.72
2024-01-01 08:00:00,484.57,97.28,74.41
2024-01-01 09:00:00,464.0,90.71,93.93
2024-01-01 10:00:00,443.67,99.84,89.65
2024-01-01 11:00:00,475.95,93.99,74.48
2024-01-01 12:00:00,427.89,84.37,91.38
2024-01-01 13:00:00,491.37,126.77,87.36
2024-01-01 14:00:00,446.78,81.94,68.12
2024-01-01 15:00:00,411.11,137.13,51.32
2024-01-01 16:00:00,405.61,88.28,70.25
2024-01-01 17:00:00,430.03,92.68,78.73
2024-01-01 18:00:00,323.43,149.37,99.59
2024-01-01 19:00:00,472.13,101.89,55.36
2024-01-01 20:00:00,499.31,129.36,74.29
2024-01-01 21:00:00,454.91,110.75,85.32
2024-01-01 22:00:00,365.71,120.69,60.93
2024-01-01 23:00:00,370.53,148.21,52.19
2024-01-02 00:00:00,349.02,82.56,59.01
2024-01-02 01:00:00,315.75,107.96,74.67
2024-01-02 02:00:00,448.42,97.32,72.25
2024-01-02 03:00:00,426.1,86.02,80.1
2024-01-02 04:00:00,495.42,135.97,76.15
2024-01-02 05:00:00,311.5,102.83,73.05
2024-01-02 06:00:00,468.39,124.27,84.69
2024-01-02 07:00:00,480.07,98.85,70.65
2024-01-02 08:00:00,462.29,82.22,92.94
2024-01-02 09:00:00,472.39,97.27,65.65
2024-01-02 10:00:00,419.35,120.65,77.0
2024-01-02 11:00:00,470.47,97.89,86.89
2024-01-02 12:00:00,486.85,139.27,82.76
2024-01-02 13:00:00,383.15,147.1,59.84
2024-01-02 14:00:00,346.51,146.94,77.93
2024-01-02 15:00:00,414.45,146.88,74.93
2024-01-02 16:00:00,435.25,138.8,51.52
2024-01-02 17:00:00,353.8,87.59,81.03
2024-01-02 18:00:00,351.36,97.14,92.4
2024-01-02 19:00:00,432.81,90.0,73.07
2024-01-02 20:00:00,342.54,122.23,66.33
2024-01-02 21:00:00,490.1,146.8,61.53
2024-01-02 22:00:00,362.33,131.16,79.09
2024-01-02 23:00:00,492.84,112.79,58.66
2024-01-03 00:00:00,348.7,89.91,65.39
2024-01-03 01:00:00,403.78,113.82,97.11
2024-01-03 02:00:00,457.2,83.6,80.8
2024-01-03 03:00:00,356.64,137.99,57.53
2024-01-03 04:00:00,432.85,87.85,59.8
2024-01-03 05:00:00,476.48,83.66,96.83
2024-01-03 06:00:00,401.96,119.35,66.32
2024-01-03 07:00:00,436.79,89.57,64.61
2024-01-03 08:00:00,314.89,140.31,78.46
2024-01-03 09:00:00,471.56,106.68,52.4
2024-01-03 10:00:00,476.45,91.32,88.18
2024-01-03 11:00:00,453.13,89.88,53.93
2024-01-03 12:00:00,454.02,80.21,56.67
2024-01-03 13:00:00,311.85,134.76,94.88
2024-01-03 14:00:00,364.58,82.59,58.07
2024-01-03 15:00:00,369.51,131.4,97.97
2024-01-03 16:00:00,434.56,116.14,57.42
2024-01-03 17:00:00,457.38,85.07,87.51
2024-01-03 18:00:00,423.78,125.49,65.2
2024-01-03 19:00:00,411.89,134.97,96.32
2024-01-03 20:00:00,382.83,116.58,52.4
2024-01-03 21:00:00,430.22,90.25,66.24
2024-01-03 22:00:00,352.07,142.45,60.28
2024-01-03 23:00:00,470.49,105.45,79.78
2024-01-04 00:00:00,498.37,134.04,82.45
2024-01-04 01:00:00,472.95,92.04,77.48
2024-01-04 02:00:00,312.73,123.1,54.12
2024-01-04 03:00:00,493.5,97.28,75.59
